timestamp,실제,LSTM_예측
2023-01-27 00:00:00,0.0,-0.0708065
2023-01-27 01:00:00,0.16,0.14890099
2023-01-27 02:00:00,0.1,0.416996
2023-01-27 03:00:00,0.17,0.5170498
2023-01-27 04:00:00,0.0,0.44968796
2023-01-27 05:00:00,0.0,0.32744217
2023-01-27 06:00:00,0.0,0.24299812
2023-01-27 07:00:00,0.06,1.7536602
2023-01-27 08:00:00,5.24,18.272076
2023-01-27 09:00:00,31.3,58.358475
2023-01-27 10:00:00,34.31,103.0819
2023-01-27 11:00:00,50.81,120.83134
2023-01-27 12:00:00,50.33,136.12758
2023-01-27 13:00:00,63.99,137.65791
2023-01-27 14:00:00,73.38,115.372986
2023-01-27 15:00:00,49.01,79.977905
2023-01-27 16:00:00,20.24,35.511707
2023-01-27 17:00:00,4.51,7.787384
2023-01-27 18:00:00,1.9,3.9462242
2023-01-27 19:00:00,3.62,3.6051826
2023-01-27 20:00:00,2.51,2.0341225
2023-01-27 21:00:00,0.37,0.7380104
2023-01-27 22:00:00,0.02,0.196949
2023-01-27 23:00:00,0.0,0.19449806
2023-01-28 00:00:00,0.0,0.09698486
2023-01-28 01:00:00,0.19,0.18948364
2023-01-28 02:00:00,0.15,0.39328766
2023-01-28 03:00:00,0.0,0.47110558
2023-01-28 04:00:00,0.0,0.41755295
2023-01-28 05:00:00,0.0,0.30757904
2023-01-28 06:00:00,0.0,0.2235241
2023-01-28 07:00:00,0.05,1.5371723
2023-01-28 08:00:00,3.97,19.876465
2023-01-28 09:00:00,20.96,62.230118
2023-01-28 10:00:00,27.96,105.73079
2023-01-28 11:00:00,50.46,137.2791
2023-01-28 12:00:00,67.19,150.6063
2023-01-28 13:00:00,46.6,145.7448
2023-01-28 14:00:00,42.51,124.799065
2023-01-28 15:00:00,44.3,95.04224
2023-01-28 16:00:00,21.52,35.42266
2023-01-28 17:00:00,4.59,5.094448
2023-01-28 18:00:00,1.09,3.8930798
2023-01-28 19:00:00,2.16,4.0102444
2023-01-28 20:00:00,0.32,2.264244
2023-01-28 21:00:00,0.06,0.90086174
2023-01-28 22:00:00,0.01,0.3008213
2023-01-28 23:00:00,0.0,0.2471199
2023-01-29 00:00:00,0.0,0.13432503
2023-01-29 01:00:00,0.0,0.20539093
2023-01-29 02:00:00,0.0,0.40617752
2023-01-29 03:00:00,0.0,0.476408
2023-01-29 04:00:00,0.0,0.42786598
2023-01-29 05:00:00,0.0,0.31196594
2023-01-29 06:00:00,0.0,0.22706795
2023-01-29 07:00:00,0.04,1.431097
2023-01-29 08:00:00,4.2,21.035442
2023-01-29 09:00:00,17.45,64.323006
2023-01-29 10:00:00,26.09,100.74066
2023-01-29 11:00:00,56.09,127.03719
2023-01-29 12:00:00,67.52,144.13377
2023-01-29 13:00:00,73.45,137.05621
2023-01-29 14:00:00,70.45,113.07692
2023-01-29 15:00:00,59.27,78.23872
2023-01-29 16:00:00,28.4,33.91922
2023-01-29 17:00:00,6.37,8.216564
2023-01-29 18:00:00,1.19,4.3157616
2023-01-29 19:00:00,2.68,4.0975494
2023-01-29 20:00:00,0.34,2.3231354
2023-01-29 21:00:00,0.01,0.8370037
2023-01-29 22:00:00,0.0,0.12786674
2023-01-29 23:00:00,0.0,0.08616829
2023-01-30 00:00:00,0.0,0.056224823
2023-01-30 01:00:00,0.13,0.18211746
2023-01-30 02:00:00,0.13,0.39943123
2023-01-30 03:00:00,0.0,0.5185852
2023-01-30 04:00:00,0.0,0.47633362
2023-01-30 05:00:00,0.0,0.34936905
2023-01-30 06:00:00,0.0,0.25345802
2023-01-30 07:00:00,1.66,1.5218048
2023-01-30 08:00:00,40.2,22.685015
2023-01-30 09:00:00,122.52,67.78088
2023-01-30 10:00:00,189.43,101.398575
2023-01-30 11:00:00,246.95,123.39463
2023-01-30 12:00:00,286.06,145.4172
2023-01-30 13:00:00,283.15,153.14793
2023-01-30 14:00:00,255.9,141.03676
2023-01-30 15:00:00,199.43,106.78236
2023-01-30 16:00:00,109.68,35.707924
2023-01-30 17:00:00,20.73,5.915436
2023-01-30 18:00:00,3.05,5.5456886
2023-01-30 19:00:00,7.23,6.5607147
2023-01-30 20:00:00,7.45,5.476753
2023-01-30 21:00:00,5.23,2.9749928
2023-01-30 22:00:00,2.05,0.8092041
2023-01-30 23:00:00,0.13,-0.22789192
