모델명,MAE (오차),RMSE (오차),MAPE (%),R2 (정확도),총 소요시간(분),비고
LSTM (12개월 Rolling),27.825182373863324,49.90648895310678,258.8006215979882,0.6541770464821108,0.1,Validation 적용됨
