일시,기온,강수량(mm),습도,적설(cm),전운량(10분위),일조(hr),일사량,태양광 설비용량(MW),태양광 발전량(MWh),연도
2018-01-01 00:00:00,6.8,0.0,44.0,0.0,6,0.0,0.0,122.288,0.0,2018
2018-01-01 01:00:00,7.1,0.0,46.0,0.0,0,0.0,0.0,122.288,0.0,2018
2018-01-01 02:00:00,7.0,0.0,63.0,0.0,0,0.0,0.0,122.288,0.0,2018
2018-01-01 03:00:00,6.9,0.0,58.0,0.0,9,0.0,0.0,122.288,0.0,2018
2018-01-01 04:00:00,6.8,0.0,63.0,0.0,9,0.0,0.0,122.288,0.0,2018
2018-01-01 05:00:00,6.5,0.0,58.0,0.0,9,0.0,0.0,122.288,0.0,2018
2018-01-01 06:00:00,6.2,0.0,50.0,0.0,8,0.0,0.0,122.288,0.0,2018
2018-01-01 07:00:00,6.0,0.0,54.0,0.0,9,0.0,0.0,122.288,0.23,2018
2018-01-01 08:00:00,5.8,0.0,56.0,0.0,9,0.0,0.0,122.288,9.87,2018
2018-01-01 09:00:00,6.2,0.0,51.0,0.0,9,0.0,0.13,122.288,26.04,2018
2018-01-01 10:00:00,6.6,0.0,50.0,0.0,9,0.0,0.31,122.288,46.28,2018
2018-01-01 11:00:00,6.7,0.0,51.0,0.0,9,0.0,0.43,122.288,66.77,2018
2018-01-01 12:00:00,7.1,0.0,52.0,0.0,9,0.1,0.77,122.288,71.27,2018
2018-01-01 13:00:00,7.2,0.0,53.0,0.0,2,0.7,1.64,122.288,71.85,2018
2018-01-01 14:00:00,7.5,0.0,53.0,0.0,7,0.1,0.83,122.288,65.29,2018
2018-01-01 15:00:00,7.4,0.0,54.0,0.0,4,0.4,0.89,122.288,45.52,2018
2018-01-01 16:00:00,7.1,0.0,52.0,0.0,3,0.2,0.45,122.288,16.99,2018
2018-01-01 17:00:00,7.0,0.0,49.0,0.0,1,0.9,0.47,122.288,0.99,2018
2018-01-01 18:00:00,6.5,0.0,49.0,0.0,0,0.3,0.05,122.288,0.0,2018
2018-01-01 19:00:00,6.3,0.0,51.0,0.0,0,0.0,0.0,122.288,0.0,2018
2018-01-01 20:00:00,6.4,0.0,54.0,0.0,0,0.0,0.0,122.288,0.0,2018
